title,content,url,thumbnail,source,date,formatted_date,celebrity,mainCategory,created_at,status
IU dominating music charts,"Singer IU’s remake album “Flower Bookmark,” released Friday, has taken over Korean airwaves, with most of its tracks dominating the online music charts. As of noon yesterday, the lead single “My Old Story,” originally sung by veteran singer Jo",https://koreajoongangdaily.joins.com/2014/05/18/etc/IU-dominating-music-charts/2989302.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/05/th_18191250.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-05-18,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU pushes ahead with duet CD,"Singer IU, whose real name is Lee Ji-eun, has just finished recording a duet with singer-actor Kim Chang-wan for her up-and-coming tribute album, according to local reports yesterday. “IU sang a duet with Kim recently. We did a remake of the song",https://koreajoongangdaily.joins.com/2014/05/08/etc/IU-pushes-ahead-with-duet-CD/2988865.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/05/th_08210335.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-05-08,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU set to release classic tribute album,"Singer IU will release a tribute album for the first time in May, in which she will cover classic pop songs in her own style. She is also slated to hold a small concert after the album’s release. “We are planning on coming up with a new style of p",https://koreajoongangdaily.joins.com/2014/04/10/etc/IU-set-to-release-classic-tribute-album/2987724.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/04/th_10203948.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-04-10,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Loen acquires large stake in Starship,"Loen Entertainment, the management home of singer IU, said Wednesday that it bought a 70 percent stake in Starship Entertainment for 15 billion won ($14.2 million). Starship is the agency of many idols, including Sistar and Boyfriend. “Since S",https://koreajoongangdaily.joins.com/2013/12/19/etc/Loen-acquires-large-stake-in-Starship/2982315.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-12-19,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU album spotlights ‘Modern Times’,"Singer IU is releasing a repackage album, according to her agency, Loen Tree. The new album is titled “Modern Times - Epilogue” and will be released on Friday. It includes two new songs and a DVD with recordings of the live performance of her seco",https://koreajoongangdaily.joins.com/2013/12/15/etc/IU-album-spotlights-Modern-Times/2982055.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/12/th_16014952.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-12-15,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU: I didn’t eat for awhile,"Singer IU said on the KBS entertainment show “Happy Together3” on Thursday that she didn’t eat any food while she was trying to lose weight to look better on camera. “When I was doing it hard core, I did not eat but worked out,” she said. “I even",https://koreajoongangdaily.joins.com/2013/11/01/etc/IU-I-didnt-eat-for-awhile/2979799.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/11/th_02101321.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-11-01,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU could be joining ‘Hidden Singer’,"Singer IU will take part in the entertainment show “Hidden Singer 2” on cable channel JTBC. She will be the youngest singer on the show, which features a professional singer squaring off against talented amateurs from behind a screen. The audienc",https://koreajoongangdaily.joins.com/2013/10/30/etc/IU-could-be-joining-Hidden-Singer/2979664.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/10/th_30212302.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-30,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s agency denies plagiarism charges,"Singer IU has found herself caught up in a plagiarism controversy after her song “Pink Shoes” was accused of being too similar to Nekta’s 2009 song “Here’s Us.” But IU’s agency, Loen Entertainment, strongly denied the accusation yesterday, issuing",https://koreajoongangdaily.joins.com/2013/10/27/etc/IUs-agency-denies-plagiarism-charges/2979475.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-27,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Secret’s out: IU reveals short hairstyle on radio program,"Singer IU has cut her hair short after keeping it long for about three years. She showed off her new hairstyle for the first time to fans on the radio program “Jang Ki-ha’s Great Radio” on SBS yesterday, which streamed live video of the show from",https://koreajoongangdaily.joins.com/2013/10/24/etc/Secrets-out-IU-reveals-short-hairstyle-on-radio-program/2979355.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/10/th_24213552.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-24,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU chooses a pretty man,"Singer IU, who is in the middle of promoting her new album “Modern Times,” has been cast in a new drama. Wasting little time since her acting debut on the KBS drama “You’re the Best, Lee Soon-shin,” which ended in August, IU will play the lead in",https://koreajoongangdaily.joins.com/2013/10/22/etc/IU-chooses-a-pretty-man/2979229.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/10/th_22224236.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-22,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Skin clinics claim shots of vitamins are panacea,"Beauty-conscious Korea has turned its hopeful eyes toward a new cosmetic strategy: vitamin injections. The main claim for the injections is that they lighten skin, and celebrities like Beyonce and Korean singer IU are frequently featured on poste",https://koreajoongangdaily.joins.com/2013/10/15/socialAffairs/Skin-clinics-claim-shots-of-vitamins-are-panacea/2978914.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-15,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU announces solo concerts,"Singer IU has announced several solo concerts coming up soon to help promote “Modern Times,” her new album released last week. She will start Nov. 23 at Kyung Hee University with two shows in two nights before moving down to the southern port city",https://koreajoongangdaily.joins.com/2013/10/15/etc/IU-announces-solo-concerts/2978892.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/10/th_15210405.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-15,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU releases first album in 17 months,"Singer IU released her new song “Pink Shoes” just after midnight this morning - the leadoff single from her third full-length album, “Modern Times.” Along with the single, IU released the entire 13-song album, her first record in Korea in nearly",https://koreajoongangdaily.joins.com/2013/10/07/etc/IU-releases-first-album-in-17-months/2978515.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-10-07,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Mystery man apologizes to IU,"Someone online posted a letter of apology Thursday to the singer IU, claiming he was the one who started the recent rumors that the young star was pregnant and about to get married. Just minutes later, the apology was taken down, but not before becom",https://koreajoongangdaily.joins.com/2013/09/27/etc/Mystery-man-apologizes-to-IU/2978090.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/09/th_27205344.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-09-27,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Never spread IU rumors,"Singer IU is neither pregnant nor getting married - and now the man who started rumors to the contrary has been caught. “The perpetrator was caught by the prosecutors’ office and he confessed,” said music producer Jo Young-cheol, from the singer’",https://koreajoongangdaily.joins.com/2013/09/24/etc/Never-spread-IU-rumors/2977903.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-09-24,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU releases teaser video,"Two weeks before the release of her new album, “Modern Times,” singer IU has revealed the names of the songs on her record and released a teaser video. On the YouTube channel for her agency, Loen Entertainment, she released a one-minute teaser for",https://koreajoongangdaily.joins.com/2013/09/23/etc/IU-releases-teaser-video/2977836.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/09/th_25195239.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-09-23,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU teases comeback,"Teaser images of IU were released to the public on Sept. 17 prior to the singer’s comeback, which is scheduled for Oct. 7. The 20-year-old highly-versatile performer, who just finished shooting the drama series “You’re the Best, Lee Soon-shin,” w",https://koreajoongangdaily.joins.com/2013/09/17/etc/IU-teases-comeback/2977722.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-09-17,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU readies Korean album,"After a year of concentrating on acting in Korea and singing in Japan, performer IU is at last slated to release new music in Korea, according to local media reports. IU had been playing the lead role in the KBS drama “You’re the Best Lee Soon-shi",https://koreajoongangdaily.joins.com/2013/09/10/etc/IU-readies-Korean-album/2977382.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-09-10,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU thanks fans with special single,"Singer IU has released a song she wrote to mark the end of her first acting experience. With last weekend’s closure of the 50-episode drama “You’re the Best, Lee Soon-shin,” in which IU played the leading role of wannabe actress Lee Soon-shin, IU",https://koreajoongangdaily.joins.com/2013/08/26/etc/IU-thanks-fans-with-special-single/2976644.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-08-26,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Uee considers drama lead,"Another K-pop star is looking to make the jump into acting via the small screen after singer IU made a splash with her acting debut in the KBS weekend drama “You’re the Best, Lee Soon-shin.” Uee, of the popular girl group After School, appears to",https://koreajoongangdaily.joins.com/2013/08/22/etc/Uee-considers-drama-lead/2976497.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-08-22,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to make singing comeback,"Singer IU, who has recently been foregoing singing for acting with her role on the KBS drama “You’re the Best, Lee Soon-shin,” is heading back into the recording studio. According to IU’s management company, Loen Entertainment, the singer could re",https://koreajoongangdaily.joins.com/2013/08/14/etc/IU-to-make-singing-comeback/2976113.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-08-14,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Celebs spied on movie date,"Singer IU and actor Lee Hyun-woo, of the KBS drama “Master of Study,” were seen together at a movie theater in Sinsa-dong, southern Seoul, late at night on Thursday. And this being the smartphone age, photos of the two celebrities were posted to",https://koreajoongangdaily.joins.com/2013/08/09/etc/Celebs-spied-on-movie-date/2975870.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/08/th_09204920.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-08-09,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU apologizes for infamous tweet,"Singer IU is apologizing for the controversial photo she tweeted last November - while continuing to avoid discussing what the photo actually was about. While on the SBS talk show “Hwashin - Controller of the Heart” on Tuesday, IU took responsibil",https://koreajoongangdaily.joins.com/2013/07/24/etc/IU-apologizes-for-infamous-tweet/2975037.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/07/th_24203915.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-07-24,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s agency fights back against rumor,"Singer IU’s agency has said that it will ask police for an investigation into who first spread stories about IU’s rumored marriage with a member of a local boy band. On Monday, IU was said to be preparing for an October wedding with a member of bo",https://koreajoongangdaily.joins.com/2013/05/28/etc/IUs-agency-fights-back-against-rumor/2972249.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/05/th_28210905.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-05-28,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to star in leading role in upcoming drama,"Singer and actress IU is set to appear on the upcoming weekend drama “The Best Lee Soon Shin,” which will be aired starting March 9 after the hit drama ""My Daughter Seoyoung” wraps up. The highly anticipated drama revolves around a girl who is nei",https://koreajoongangdaily.joins.com/2013/03/05/etc/IU-to-star-in-leading-role-in-upcoming-drama/2968058.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2013/03/th_05191935.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-03-05,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU is ready to take Japan by storm,"IU will release a mini album in Japan on March 20, according to her agency, the first time she has done so there. The star hopes to build on her success in the country after she released Japanese versions of two singles, “Good Day” and “You & I",https://koreajoongangdaily.joins.com/2013/02/12/etc/IU-is-ready-to-take-Japan-by-storm/2966978.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2013-02-12,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU breaks her silence after photo leak,"IU, who has kept a low profile after an intimate picture of her and Super Junior’s Eunhyuk went viral, spoke directly to fans for the first time in over a month on Tuesday. The Hallyu star wished everyone a merry Christmas through her official fan",https://koreajoongangdaily.joins.com/2012/12/26/etc/IU-breaks-her-silence-after-photo-leak/2964501.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/12/th_26212246.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-12-26,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Celebrities work to get out the vote,"Election Day in Korea had the potential for a lot of firsts for the Korean democracy. It was also a meaningful day for young Hallyu stars who were able to vote for president for the first time. Singer IU, 19, had paparazzi going wild when she turn",https://koreajoongangdaily.joins.com/2012/12/19/etc/Celebrities-work-to-get-out-the-vote/2964218.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/12/th_19194942.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-12-19,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU made donation to her alma mater,"Despite her efforts to keep it on the down low, news of IU’s deed of good will has leaked. The young entertainer donated 10 million won ($9,200) to her alma mater, Dongduk Girls’ High School in southern Seoul. Although she asked the school to",https://koreajoongangdaily.joins.com/2012/12/04/etc/IU-made-donation-to-her-alma-mater/2963394.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/12/th_04202535.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-12-04,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Melon Awards announces nominees,"The top 10 candidates for the 2012 Melon Music Awards have been announced. The nominees, as picked by the leading Korean music download Web site, are: 2NE1, Beast, Busker Busker, Big Bang, IU, Infinite, T-ara, Huh Gak and Psy. Artists were pic",https://koreajoongangdaily.joins.com/2012/11/29/etc/Melon-Awards-announces-nominees/2963146.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/11/th_29201753.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-11-29,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU supporters rally against haters,"Just days after some 500 netizens joined forces in an online club called “We Demand the Truth from IU,” more than 2,000 fans of the K-pop starlet has allied to stand up for their idol. The newly formed club titled “We Believe in IU,” stands for trus",https://koreajoongangdaily.joins.com/2012/11/14/etc/IU-supporters-rally-against-haters/2962326.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/11/th_14172232.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-11-14,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Netizens stand up for the truth regarding IU,"Just a day after IU-Eunhyuk scandal broke, an online forum titled “We Demand the Truth From IU” has been formed. The online group was established on Nov. 11 and as of Nov. 12, boasted 500 members, all wanting to know if the picture accidentally uplo",https://koreajoongangdaily.joins.com/2012/11/12/etc/Netizens-stand-up-for-the-truth-regarding-IU/2962189.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/11/th_12173526.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-11-12,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Intimate photo of IU, Eunhyuk spreads","The agents of IU have denied that the popular 19-year-old female singer is in a special relationship with Eunhyuk of Super Junior after a photo of the two posing intimately spread. “Regarding this case, we would like to ask you not to read to",https://koreajoongangdaily.joins.com/2012/11/11/etc/Intimate-photo-of-IU-Eunhyuk-spreads/2962130.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/11/th_11181345.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-11-11,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to take on acting,"After holding a national tour and then an encore concert, IU is ready to take on some acting. Loen Entertainment announced that “as tour commitments have come to an end, IU is considering the prospect of dramas until the end of the year.” When IU",https://koreajoongangdaily.joins.com/2012/09/27/etc/IU-to-take-on-acting/2960095.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/09/th_27172914.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-09-27,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Billboard takes note of singer IU,"American music publication Billboard has selected IU as one of the top 21 musicians under 21 years old. In an annual series “21 Under 21,” the K-pop star was ranked 15th and described as Korea’s “little sister.” Her hit songs from “You and I,”",https://koreajoongangdaily.joins.com/2012/09/19/etc/Billboard-takes-note-of-singer-IU/2959691.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/09/th_19195738.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-09-19,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
‘Superstar K3’ contestant Shin Ji-soo to sign contract with Loen Entertainment,"CJ E&M said yesterday that “Superstar K3” contestant Shin Ji-soo has been recruited by Loen Entertainment, the agency behind idol singer IU. The media company said that Shin fielded offers from various agencies after making it into the Top 7, but de",https://koreajoongangdaily.joins.com/2012/08/09/etc/Superstar-K3-contestant-Shin-Jisoo-to-sign-contract-with-Loen-Entertainment/2957637.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/08/th_09181432.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-08-09,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU fields requests for drama roles,"An official at IU’s agency said she has received many requests for drama appearances. “We are reviewing about 10 suggestions. We haven’t made any decisions,” said the source. IU debuted as an actress in 2011 in a television series “Dream",https://koreajoongangdaily.joins.com/2012/08/03/etc/IU-fields-requests-for-drama-roles/2957348.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/08/th_03210614.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-08-03,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s income tops 10 billion won,"Singer IU has made about 10 billion won ($8.7 million) to date, according to an article by the JoongAng Ilbo. The paper estimated that the teenage singer made 6 billion won on record sales in the beginning of last year. With the addition of commer",https://koreajoongangdaily.joins.com/2012/07/19/etc/IUs-income-tops-10-billion-won/2956475.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/07/th_19184113.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-07-19,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s agency to have a Fiesta,"Loen Entertainment, the agency behind K-pop sensation IU, is set to debut a girl group next month. The group’s name has been revealed to be Fiesta, and just like the meaning of the word, “the group will showcase amazing vocals and performances wit",https://koreajoongangdaily.joins.com/2012/07/19/etc/IUs-agency-to-have-a-Fiesta/2956472.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/07/th_19183827.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-07-19,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Ji-yeon calls IU fat, picks her nose","T-ara’s Ji-yeon has shown her playful side by making fun of her close friend and singer IU. On June 5, Ji-yeon uploaded a parody shot of IU with a double chin and added, “You should put on some weight Ji-eun. See, you look much better” (Ji-eun is IU",https://koreajoongangdaily.joins.com/2012/06/06/etc/Jiyeon-calls-IU-fat-picks-her-nose/2954020.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/06/th_07115758.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-06-06,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU, now an icon for ramen too","K-pop soloist IU has become the new face of a special edition of Nongshim’s Shin Ramen, available in a disposable cup. The product was launched just in time for the International Exposition Yeosu 2012, which kicked-off on May 1. IU is already",https://koreajoongangdaily.joins.com/2012/05/16/etc/IU-now-an-icon-for-ramen-too/2952938.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/05/th_16173825.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-05-16,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s new song “Peach” to be released,"On May 3, a day ahead of the official release of IU’s new single, “Peach,” a teaser video was made available on Loen Entertainment’s official YouTube channel. Also uploaded on various online music Web sites, the video shows IU strumming along to h",https://koreajoongangdaily.joins.com/2012/05/03/etc/IUs-new-song-Peach-to-be-released-/2952319.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/05/th_03180618.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-05-03,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s concert a sellout in half-hour,"IU’s Seoul concerts for June 2 and 3 have sold-out within 30-minutes of going on sale. All 6,500 seats for the two-day show, entitled “Real Fantasy,” have been sold, according to Loen Entertainment. “Thanks for all your support for the upcomin",https://koreajoongangdaily.joins.com/2012/04/18/etc/IUs-concert-a-sellout-in-halfhour/2951645.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/04/th_18173509.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-04-18,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to release new single and tour in coming months,"Singer IU has some busy months ahead of her as she is set to release a new album in May, followed by a national tour in June. From April 9 to 11, the singer was in Italy, filming a music video for the new track. The film clip to the new song had a",https://koreajoongangdaily.joins.com/2012/04/17/etc/IU-to-release-new-single-and-tour-in-coming-months/2951582.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/04/th_17195221.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-04-17,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to hold first solo concert tour,"Teen singer IU will hold her first solo tour since her debut four years ago. The singer’s agency announced on Friday that the star will tour six cities nationwide starting with Seoul. The concert, titled “Real Fantasy,” combines elements of fantasy a",https://koreajoongangdaily.joins.com/2012/04/08/etc/IU-to-hold-first-solo-concert-tour/2951122.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/04/th_08214519.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-04-08,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
‘K-pop Collection’ to air on TV in April,"SBS’s “2012 K-pop Collection,” which took place on March 11, is set to hit the small screen on April 2. Fans will finally be able to see all the big names in K-pop that performed at the hybrid fashion and music event. Big Bang, IU, MBlaq, Tiger JK",https://koreajoongangdaily.joins.com/2012/03/28/etc/Kpop-Collection-to-air-on-TV-in-April/2950602.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/03/th_28204134.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-03-28,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU and KARA walk at Tokyo show,"Singer IU and girl group KARA appeared at the 14th Tokyo Girls’ Collection 2012 Spring/Summer show, themed “Sherbet Garden,” on Saturday. IU walked the catwalk and sang the Japanese version of her single “Good Day,” which will be released on M",https://koreajoongangdaily.joins.com/2012/03/05/etc/IU-and-KARA-walk-at-Tokyo-show/2949409.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/03/th_05195726.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-03-05,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU in the clear after hosting gaffe,"Singer IU called out the wrong name when announcing the No. 1 song on Sunday’s “K-Pop Countdown” on SBS, but got off without incident thanks to the graciousness of her fellow singers. IU was hosting the show when she made the mistake of calling out",https://koreajoongangdaily.joins.com/2012/02/27/etc/IU-in-the-clear-after-hosting-gaffe/2949072.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2012/02/th_27192829.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-02-27,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU denies plastic surgery rumors,"A screen capture of IU from a TV show back in 2010 has recently surfaced online, generating hot debates amongst netizens about whether IU has had cosmetic surgery since then. Meanwhile the teenage star’s agency announced on Feb.20 that she has had n",https://koreajoongangdaily.joins.com/2012/02/21/etc/IU-denies-plastic-surgery-rumors/2948785.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-02-21,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s Japanese album cover revealed,"Pictures to appear on singer IU’s Japanese single “Good Day” were posted on the teenage singer’s Japanese Web site. The single will be released in Japan on March 21. In the preview, IU can be seen wearing a nude-colored dress with long wavy hair.",https://koreajoongangdaily.joins.com/2012/02/13/etc/IUs-Japanese-album-cover-revealed/2948374.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2012-02-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
